speed/Mbps,r_time_1,saturated_1,r_time_2,saturated_2,r_time_3,saturated_3,r_time_4,saturated_4,r_time_5,saturated_5
5,0.15033745765686035,True,0.1487109661102295,True,0.15096068382263184,True,0.14526009559631348,True,0.17822599411010742,True
10,0.17988181114196777,True,0.16162848472595215,True,0.2003326416015625,True,0.14354658126831055,True,0.15140581130981445,True
