speed/Mbps,r_time_1,loss_1,r_time_2,loss_2,r_time_3,loss_3,r_time_4,loss_4,r_time_5,loss_5
391,1.6193468570709229,0.3797953964194374,1.4302122592926025,0.9338634910485933,1.779249906539917,0.38199328644501285,1.6290555000305176,0.38798753196930946,2.3142948150634766,0.38219309462915607
401,1.6124341487884521,0.39779457605985036,1.6311659812927246,0.39448254364089774,1.6105577945709229,0.3950670199501247,1.6248900890350342,0.39370324189526185,1.607635259628296,0.3940928927680798
411,0.38306570053100586,0.8977341849148419,1.7373735904693604,0.4076946472019465,1.1411306858062744,0.5215556569343066,1.625044584274292,0.41168643552311435,2.5160446166992188,0.4090252433090025
421,1.5727579593658447,0.4291864608076009,0.8139450550079346,0.8211104513064134,1.6482844352722168,0.423248218527316,1.7472548484802246,0.431227731591449,1.6205029487609863,0.42770190023752974
431,1.6455178260803223,0.43572360788863107,1.6348812580108643,0.4369924593967518,1.6118242740631104,0.4362674013921114,1.751192569732666,0.4348172853828306,1.6248068809509277,0.43644866589327147
441,1.6250052452087402,0.44869614512471656,1.6284608840942383,0.4501133786848073,1.6190171241760254,0.44851899092970526,1.6370322704315186,0.44798752834467126,1.610185146331787,0.44851899092970526
451,1.6188387870788574,0.46265243902439024,1.6411011219024658,0.4602272727272727,1.632755994796753,0.4621327605321508,1.629007339477539,0.4621327605321508,1.6348474025726318,0.46092017738359203
461,1.6198852062225342,0.47210547722342733,1.5713388919830322,0.4826125271149675,1.6057279109954834,0.47583378524945774,1.623039960861206,0.47396963123644253,1.6225051879882812,0.4724444143167028
471,1.620805025100708,0.48347929936305734,1.6400506496429443,0.4828158174097664,1.654911994934082,0.4839769108280255,1.6342589855194092,0.48347929936305734,1.6349642276763916,0.4828158174097664
481,1.6178269386291504,0.49389293139293144,1.6481022834777832,0.49551715176715183,1.6024789810180664,0.5005522349272349,1.6175310611724854,0.500877079002079,1.6158015727996826,0.49438019750519757
491,1.6322762966156006,0.5042006109979633,1.5799970626831055,0.5156568228105907,1.5769882202148438,0.5161341649694502,1.6200013160705566,0.509928716904277,1.617997407913208,0.5086558044806517
501,1.5817344188690186,0.5195546407185629,1.6409988403320312,0.5169036926147705,1.657001256942749,0.5150324351297405,1.6319999694824219,0.517995259481038,1.6364803314208984,0.516435878243513
