speed/Mbps,r_time_1,saturated_1,r_time_2,saturated_2,r_time_3,saturated_3,r_time_4,saturated_4,r_time_5,saturated_5,r_time_6,saturated_6,r_time_7,saturated_7,r_time_8,saturated_8,r_time_9,saturated_9,r_time_10,saturated_10
1,0.14952993392944336,False,0.15481781959533691,True,0.1361219882965088,False,0.13402414321899414,False,0.12655997276306152,False,0.13372302055358887,False,0.18842220306396484,True,0.12546205520629883,False,0.14388394355773926,False,0.1512758731842041,True
2,0.1897597312927246,True,0.13716411590576172,False,0.14021611213684082,False,0.16181015968322754,True,0.1318812370300293,False,0.1720890998840332,True,0.1478414535522461,False,0.14589905738830566,False,0.1477513313293457,False,0.15267014503479004,True
3,0.14937496185302734,False,0.18056488037109375,True,0.1449296474456787,False,0.1706554889678955,True,0.1605367660522461,True,0.13408708572387695,False,0.15172910690307617,True,0.1971435546875,True,0.17079472541809082,True,0.14036989212036133,False
